code_iso,code_key,population_est,income_per_capita_est,income_group
USA,USA-Kentucky-Anderson,27210854,25787,medio
USA,USA-Kentucky-Ballard,10349460,5676,bajo
USA,USA-Kentucky-Barren,32535366,13393,medio
USA,USA-Kentucky-Bath,38799180,7933,bajo
USA,USA-Kentucky-Bell,8410728,33778,medio
USA,USA-Kentucky-Boone,34188567,50164,alto
USA,USA-Kentucky-Bourbon,4827167,2535,bajo
USA,USA-Kentucky-Boyd,41295877,9495,bajo
USA,USA-Kentucky-Boyle,46692092,60653,alto
USA,USA-Kentucky-Bracken,40395139,28016,medio
USA,USA-Kentucky-Breathitt,22893644,2484,bajo
USA,USA-Kentucky-Breckinridge,27229726,33505,medio
USA,USA-Kentucky-Bullitt,21533136,503,bajo
USA,USA-Kentucky-Butler,23949733,7977,bajo
USA,USA-Kentucky-Caldwell,27397010,73766,alto
USA,USA-Kentucky-Calloway,22575989,10602,medio
USA,USA-Kentucky-Campbell,14538821,17256,medio
USA,USA-Kentucky-Carlisle,28497437,9192,bajo
USA,USA-Kentucky-Carroll,24304691,7214,bajo
USA,USA-Kentucky-Carter,6933985,76144,alto
USA,USA-Kentucky-Casey,46339192,3751,bajo
USA,USA-Kentucky-Christian,10750049,29531,medio
USA,USA-Kentucky-Clark,22888786,9987,bajo
USA,USA-Kentucky-Clay,11323161,18144,medio
USA,USA-Kentucky-Clinton,8042304,554,bajo
USA,USA-Kentucky-Crittenden,35831030,19916,medio
USA,USA-Kentucky-Cumberland,8461392,37910,alto
USA,USA-Kentucky-Daviess,32434666,28254,medio
USA,USA-Kentucky-Edmonson,21914952,3848,bajo
USA,USA-Kentucky-Elliott,5907162,27985,medio
USA,USA-Kentucky-Estill,13413760,6267,bajo
USA,USA-Kentucky-Fayette,40073108,15830,medio
USA,USA-Kentucky-Fleming,4920662,21529,medio
USA,USA-Kentucky-Floyd,10858338,8620,bajo
USA,USA-Kentucky-Franklin,29613896,33427,medio
USA,USA-Kentucky-Fulton,7786604,28474,medio
USA,USA-Kentucky-Gallatin,10139678,40480,alto
USA,USA-Kentucky-Garrard,9907442,19443,medio
USA,USA-Kentucky-Grant,33353598,6870,bajo
USA,USA-Kentucky-Graves,1045108,31566,medio
USA,USA-Kentucky-Grayson,32334470,10170,medio
USA,USA-Kentucky-Green,29513563,12809,medio
USA,USA-Kentucky-Greenup,17265581,16993,medio
USA,USA-Kentucky-Hancock,21943587,34313,medio
USA,USA-Kentucky-Hardin,2084242,7211,bajo
USA,USA-Kentucky-Harlan,38797193,4491,bajo
USA,USA-Kentucky-Harrison,45168440,33519,medio
USA,USA-Kentucky-Hart,17281425,10826,medio
USA,USA-Kentucky-Henderson,25789222,77625,alto
USA,USA-Kentucky-Henry,18321446,26513,medio
USA,USA-Kentucky-Hickman,23343626,52801,alto
USA,USA-Kentucky-Hopkins,26939620,64846,alto
USA,USA-Kentucky-Jackson,22238367,74566,alto
USA,USA-Kentucky-Jefferson,29966104,7273,bajo
USA,USA-Kentucky-Jessamine,1776299,63363,alto
USA,USA-Kentucky-Johnson,46420650,1907,bajo
USA,USA-Kentucky-Kenton,15287887,5636,bajo
USA,USA-Kentucky-Knott,40451040,27421,medio
USA,USA-Kentucky-Knox,16397621,8046,bajo
USA,USA-Kentucky-Larue,24245619,6403,bajo
USA,USA-Kentucky-Laurel,18449872,522,bajo
USA,USA-Kentucky-Lawrence,27786190,6787,bajo
USA,USA-Kentucky-Lee,49026200,22193,medio
USA,USA-Kentucky-Leslie,43187639,1905,bajo
USA,USA-Kentucky-Letcher,48064070,19670,medio
USA,USA-Kentucky-Lewis,38521212,52578,alto
USA,USA-Kentucky-Lincoln,37887674,18767,medio
USA,USA-Kentucky-Livingston,32264147,17923,medio
USA,USA-Kentucky-Logan,36436144,69374,alto
USA,USA-Kentucky-Lyon,12515751,9143,bajo
USA,USA-Kentucky-Madison,49845427,18316,medio
USA,USA-Kentucky-Magoffin,40467970,79414,alto
USA,USA-Kentucky-Marion,44930447,45556,alto
USA,USA-Kentucky-Marshall,13059353,20058,medio
USA,USA-Kentucky-Martin,40381555,6750,bajo
USA,USA-Kentucky-Mason,32880547,69451,alto
USA,USA-Kentucky-McCracken,47828749,9598,bajo
USA,USA-Kentucky-McCreary,37131000,21726,medio
USA,USA-Kentucky-McLean,4689020,29135,medio
USA,USA-Kentucky-Meade,35356795,33888,medio
USA,USA-Kentucky-Menifee,17426138,17663,medio
USA,USA-Kentucky-Mercer,34342299,59937,alto
USA,USA-Kentucky-Metcalfe,46013901,23083,medio
USA,USA-Kentucky-Monroe,47824123,9123,bajo
USA,USA-Kentucky-Montgomery,27678708,29106,medio
USA,USA-Kentucky-Morgan,15424846,32023,medio
USA,USA-Kentucky-Muhlenberg,31684195,23146,medio
USA,USA-Kentucky-Nelson,1712424,65101,alto
USA,USA-Kentucky-Nicholas,11700251,46253,alto
USA,USA-Kentucky-Ohio,17972776,25736,medio
USA,USA-Kentucky-Oldham,24804122,3723,bajo
USA,USA-Kentucky-Owen,23297103,15441,medio
USA,USA-Kentucky-Owsley,10159576,77590,alto
USA,USA-Kentucky-Pendleton,42899341,17381,medio
USA,USA-Kentucky-Perry,46809153,47863,alto
USA,USA-Kentucky-Pike,46280141,15184,medio
USA,USA-Kentucky-Powell,877838,26653,medio
USA,USA-Kentucky-Pulaski,34622312,34088,medio
USA,USA-Kentucky-Robertson,3097714,32499,medio
USA,USA-Kentucky-Rockcastle,46272899,77083,alto
USA,USA-Kentucky-Rowan,16145519,7798,bajo
USA,USA-Kentucky-Russell,20265408,5033,bajo
USA,USA-Kentucky-Scott,8866832,27426,medio
USA,USA-Kentucky-Shelby,45083616,2141,bajo
USA,USA-Kentucky-Simpson,11638824,25925,medio
USA,USA-Kentucky-Spencer,43260106,7103,bajo
USA,USA-Kentucky-Taylor,13979223,3797,bajo
USA,USA-Kentucky-Todd,5610068,33439,medio
USA,USA-Kentucky-Trigg,49961108,27767,medio
USA,USA-Kentucky-Trimble,24938872,4496,bajo
USA,USA-Kentucky-Union,34350322,514,bajo
USA,USA-Kentucky-Warren,30800152,2174,bajo
USA,USA-Kentucky-Washington,26098053,15099,medio
USA,USA-Kentucky-Wayne,44791149,4117,bajo
USA,USA-Kentucky-Webster,44556481,34483,medio
USA,USA-Kentucky-Whitley,24840240,32941,medio
USA,USA-Kentucky-Wolfe,8596625,31858,medio
USA,USA-Kentucky-Woodford,38823677,1980,bajo
USA,USA-Louisiana-Acadia,38610960,34082,medio
USA,USA-Louisiana-Allen,19656137,87198,alto
USA,USA-Louisiana-Ascension,30041192,17363,medio
USA,USA-Louisiana-Assumption,24964255,15957,medio
USA,USA-Louisiana-Avoyelles,19790441,14210,medio
USA,USA-Louisiana-Beauregard,10728126,5971,bajo
USA,USA-Louisiana-Bienville,22424507,27359,medio
USA,USA-Louisiana-Bossier,37792748,53069,alto
USA,USA-Louisiana-Caddo,25842599,12083,medio
USA,USA-Louisiana-Calcasieu,30964678,28070,medio
USA,USA-Louisiana-Caldwell,41637022,14158,medio
USA,USA-Louisiana-Cameron,13100642,7309,bajo
USA,USA-Louisiana-Catahoula,34018961,9200,bajo
USA,USA-Louisiana-Claiborne,11259737,84339,alto
USA,USA-Louisiana-Concordia,47460466,70550,alto
USA,USA-Louisiana-De-Soto,26287590,30572,medio
USA,USA-Louisiana-East-Baton-Rouge,24373504,39100,alto
USA,USA-Louisiana-East-Carroll,45374187,21701,medio
USA,USA-Louisiana-East-Feliciana,16422182,2572,bajo
USA,USA-Louisiana-Evangeline,18098845,33035,medio
USA,USA-Louisiana-Franklin,11610244,597,bajo
USA,USA-Louisiana-Grant,15865977,44483,alto
USA,USA-Louisiana-Iberia,37519212,71232,alto
USA,USA-Louisiana-Iberville,46181456,36787,alto
USA,USA-Louisiana-Jackson,48973907,17763,medio
USA,USA-Louisiana-Jefferson,49295503,5904,bajo
USA,USA-Louisiana-Jefferson-Davis,42247808,1183,bajo
USA,USA-Louisiana-LaSalle,36917353,26092,medio
USA,USA-Louisiana-Lafayette,16848480,11132,medio
USA,USA-Louisiana-Lafourche,38658934,22314,medio
USA,USA-Louisiana-Lincoln,32154598,73645,alto
USA,USA-Louisiana-Livingston,33557455,57582,alto
USA,USA-Louisiana-Madison,2469507,4336,bajo
USA,USA-Louisiana-Morehouse,46791134,1541,bajo
USA,USA-Louisiana-Natchitoches,29813276,21057,medio
USA,USA-Louisiana-Orleans,3462097,6389,bajo
USA,USA-Louisiana-Ouachita,32124043,10854,medio
USA,USA-Louisiana-Plaquemines,7302306,15738,medio
USA,USA-Louisiana-Pointe-Coupee,11749799,2526,bajo
USA,USA-Louisiana-Rapides,36644634,15365,medio
USA,USA-Louisiana-Red-River,39567306,12550,medio
USA,USA-Louisiana-Richland,7528933,65922,alto
USA,USA-Louisiana-Sabine,28897817,7589,bajo
USA,USA-Louisiana-St.-Bernard,32949304,51623,alto
USA,USA-Louisiana-St.-Charles,43901098,26873,medio
USA,USA-Louisiana-St.-Helena,5802819,22043,medio
USA,USA-Louisiana-St.-James,25798031,1536,bajo
USA,USA-Louisiana-St.-John-the-Baptist,7652139,32516,medio
USA,USA-Louisiana-St.-Landry,9040672,31164,medio
USA,USA-Louisiana-St.-Martin,32695284,34293,medio
USA,USA-Louisiana-St.-Mary,31993357,29653,medio
USA,USA-Louisiana-St.-Tammany,43938540,16122,medio
USA,USA-Louisiana-Tangipahoa,9708597,82346,alto
USA,USA-Louisiana-Tensas,42121718,6210,bajo
USA,USA-Louisiana-Terrebonne,39375735,46692,alto
USA,USA-Louisiana-Union,38844379,2267,bajo
USA,USA-Louisiana-Vermilion,25346747,39708,alto
USA,USA-Louisiana-Vernon,17305177,76121,alto
USA,USA-Louisiana-Washington,15946565,29390,medio
USA,USA-Louisiana-Webster,1045598,11256,medio
USA,USA-Louisiana-West-Baton-Rouge,19299118,20143,medio
USA,USA-Louisiana-West-Carroll,7179158,7577,bajo
USA,USA-Louisiana-West-Feliciana,33728376,15351,medio
USA,USA-Louisiana-Winn,44549145,24263,medio
USA,USA-Maine-Androscoggin,27866367,68517,alto
USA,USA-Maine-Aroostook,2979852,52092,alto
USA,USA-Maine-Cumberland,41515062,16416,medio
USA,USA-Maine-Franklin,22512043,16950,medio
USA,USA-Maine-Hancock,6810541,22328,medio
USA,USA-Maine-Kennebec,38320436,11713,medio
USA,USA-Maine-Knox,48747346,22777,medio
USA,USA-Maine-Lincoln,7699969,34320,medio
USA,USA-Maine-Oxford,3881018,43308,alto
USA,USA-Maine-Penobscot,16233694,20673,medio
USA,USA-Maine-Piscataquis,9469412,25378,medio
USA,USA-Maine-Sagadahoc,6422083,25329,medio
USA,USA-Maine-Somerset,27613044,23882,medio
USA,USA-Maine-Waldo,7885639,26579,medio
USA,USA-Maine-Washington,32219731,14714,medio
USA,USA-Maine-York,14311576,1774,bajo
USA,USA-Maryland-Allegany,46388726,13709,medio
USA,USA-Maryland-Anne-Arundel,21797497,10338,medio
USA,USA-Maryland-Baltimore,40372075,16761,medio
USA,USA-Maryland-Baltimore-City,16737830,29895,medio
USA,USA-Maryland-Calvert,5220558,14275,medio
USA,USA-Maryland-Caroline,31172476,21491,medio
USA,USA-Maryland-Carroll,32191415,85808,alto
USA,USA-Maryland-Cecil,11976251,16762,medio
USA,USA-Maryland-Charles,13022949,43834,alto
USA,USA-Maryland-Dorchester,19177127,24358,medio
USA,USA-Maryland-Frederick,24927426,19872,medio
USA,USA-Maryland-Garrett,16218313,31657,medio
USA,USA-Maryland-Harford,18513897,9310,bajo
USA,USA-Maryland-Howard,127408,1669,bajo
USA,USA-Maryland-Kent,34200863,34827,medio
USA,USA-Maryland-Montgomery,31361061,18173,medio
USA,USA-Maryland-Prince-George's,42752328,26685,medio
USA,USA-Maryland-Queen-Anne's,2046721,21333,medio
USA,USA-Maryland-Somerset,32748154,27950,medio
USA,USA-Maryland-St.-Mary's,10039521,8316,bajo
USA,USA-Maryland-Talbot,6097494,22149,medio
USA,USA-Maryland-Washington,22950401,2710,bajo
USA,USA-Maryland-Wicomico,33269097,21344,medio
USA,USA-Maryland-Worcester,31153495,26187,medio
USA,USA-Massachusetts-Barnstable,49497901,21851,medio
USA,USA-Massachusetts-Berkshire,25493622,7730,bajo
USA,USA-Massachusetts-Bristol,8889391,9303,bajo
USA,USA-Massachusetts-Dukes-and-Nantucket,21823333,25795,medio
USA,USA-Massachusetts-Essex,17894393,32972,medio
USA,USA-Massachusetts-Franklin,49439226,2443,bajo
USA,USA-Massachusetts-Hampden,32137288,59649,alto
USA,USA-Massachusetts-Hampshire,42739836,5137,bajo
USA,USA-Massachusetts-Middlesex,5418520,18348,medio
USA,USA-Massachusetts-Norfolk,8080024,5885,bajo
USA,USA-Massachusetts-Plymouth,5522460,26639,medio
USA,USA-Massachusetts-Suffolk,37059017,29494,medio
USA,USA-Massachusetts-Worcester,35557266,9743,bajo
USA,USA-Michigan-Alcona,32540400,26273,medio
USA,USA-Michigan-Alger,12522020,15032,medio
USA,USA-Michigan-Allegan,38870607,16261,medio
USA,USA-Michigan-Alpena,39213166,2917,bajo
USA,USA-Michigan-Antrim,5204914,28640,medio
USA,USA-Michigan-Arenac,4726302,3134,bajo
USA,USA-Michigan-Baraga,16389767,11891,medio
USA,USA-Michigan-Barry,2483055,29848,medio
USA,USA-Michigan-Bay,1337877,45683,alto
USA,USA-Michigan-Benzie,24303885,19967,medio
USA,USA-Michigan-Berrien,23804028,22128,medio
USA,USA-Michigan-Branch,36251760,17426,medio
USA,USA-Michigan-Calhoun,40043055,2470,bajo
USA,USA-Michigan-Cass,18687171,4453,bajo
USA,USA-Michigan-Charlevoix,43858928,32202,medio
USA,USA-Michigan-Cheboygan,20986027,16771,medio
USA,USA-Michigan-Chippewa,39696878,7248,bajo
USA,USA-Michigan-Clare,34236657,31387,medio
USA,USA-Michigan-Clinton,20297679,27032,medio
USA,USA-Michigan-Crawford,26616158,19832,medio
USA,USA-Michigan-Delta,44077405,9220,bajo
USA,USA-Michigan-Dickinson,36635042,28485,medio
USA,USA-Michigan-Eaton,11601786,918,bajo
USA,USA-Michigan-Emmet,25573517,2852,bajo
USA,USA-Michigan-Genesee,37296670,32159,medio
USA,USA-Michigan-Gladwin,8316931,34660,medio
USA,USA-Michigan-Gogebic,27791704,34075,medio
USA,USA-Michigan-Grand-Traverse,12223092,2251,bajo
USA,USA-Michigan-Gratiot,11557091,29041,medio
USA,USA-Michigan-Hillsdale,47852145,6623,bajo
USA,USA-Michigan-Houghton,32658101,15524,medio
USA,USA-Michigan-Huron,20122921,28735,medio
USA,USA-Michigan-Ingham,22199265,34455,medio
USA,USA-Michigan-Ionia,18131307,62675,alto
USA,USA-Michigan-Iosco,4339394,25183,medio
USA,USA-Michigan-Iron,34356056,27673,medio
USA,USA-Michigan-Isabella,7089903,21315,medio
USA,USA-Michigan-Jackson,21876106,3202,bajo
USA,USA-Michigan-Kalamazoo,1611207,76603,alto
USA,USA-Michigan-Kalkaska,30225866,29289,medio
USA,USA-Michigan-Kent,22035925,5169,bajo
USA,USA-Michigan-Keweenaw,26783069,12922,medio
USA,USA-Michigan-Lake,44262345,7154,bajo
USA,USA-Michigan-Lapeer,31747687,37021,alto
USA,USA-Michigan-Leelanau,22990906,81723,alto
USA,USA-Michigan-Lenawee,10816322,30008,medio
USA,USA-Michigan-Livingston,14387746,6844,bajo
USA,USA-Michigan-Luce,46671780,8278,bajo
USA,USA-Michigan-Mackinac,13190114,636,bajo
USA,USA-Michigan-Macomb,30923815,4725,bajo
USA,USA-Michigan-Manistee,31392041,19209,medio
USA,USA-Michigan-Marquette,37647804,79660,alto
USA,USA-Michigan-Mason,31411115,25723,medio
USA,USA-Michigan-Mecosta,20680839,22719,medio
USA,USA-Michigan-Menominee,12785505,13140,medio
USA,USA-Michigan-Midland,31807739,46721,alto
USA,USA-Michigan-Missaukee,30711923,3087,bajo
USA,USA-Michigan-Monroe,6201081,20574,medio
USA,USA-Michigan-Montcalm,14230331,16669,medio
USA,USA-Michigan-Montmorency,41874172,53989,alto
USA,USA-Michigan-Muskegon,9910154,67726,alto
USA,USA-Michigan-Newaygo,24061036,15004,medio
USA,USA-Michigan-Oakland,4831699,8900,bajo
USA,USA-Michigan-Oceana,40169561,17504,medio
USA,USA-Michigan-Ogemaw,39736488,4310,bajo
USA,USA-Michigan-Ontonagon,1506030,16080,medio
USA,USA-Michigan-Osceola,11247698,17408,medio
USA,USA-Michigan-Oscoda,16798225,14153,medio
USA,USA-Michigan-Otsego,21159688,46055,alto
USA,USA-Michigan-Ottawa,18510696,29760,medio
USA,USA-Michigan-Presque-Isle,8323264,27752,medio
USA,USA-Michigan-Roscommon,20486613,8309,bajo
USA,USA-Michigan-Saginaw,48634409,38800,alto
USA,USA-Michigan-Sanilac,35555799,1537,bajo
USA,USA-Michigan-Schoolcraft,15806762,1492,bajo
USA,USA-Michigan-Shiawassee,8728936,7812,bajo
USA,USA-Michigan-St.-Clair,31900577,14510,medio
USA,USA-Michigan-St.-Joseph,21196229,893,bajo
USA,USA-Michigan-Tuscola,32430096,43005,alto
USA,USA-Michigan-Van-Buren,19495884,87838,alto
USA,USA-Michigan-Washtenaw,1010294,64400,alto
USA,USA-Michigan-Wayne,49898130,857,bajo
USA,USA-Michigan-Wexford,45151494,88156,alto
USA,USA-Minnesota-Aitkin,26122808,52565,alto
USA,USA-Minnesota-Anoka,24961460,74585,alto
USA,USA-Minnesota-Becker,2295362,12065,medio
USA,USA-Minnesota-Beltrami,45403415,33255,medio
USA,USA-Minnesota-Benton,42130305,3629,bajo
USA,USA-Minnesota-Big-Stone,41425223,35154,alto
USA,USA-Minnesota-Blue-Earth,46995134,9178,bajo
USA,USA-Minnesota-Brown,45179625,16294,medio
USA,USA-Minnesota-Carlton,11926937,44574,alto
USA,USA-Minnesota-Carver,19823989,12415,medio
USA,USA-Minnesota-Cass,13900893,1570,bajo
USA,USA-Minnesota-Chippewa,37948864,53638,alto
USA,USA-Minnesota-Chisago,27151380,82553,alto
USA,USA-Minnesota-Clay,11889286,8307,bajo
USA,USA-Minnesota-Clearwater,4783598,58224,alto
USA,USA-Minnesota-Cook,1670102,33097,medio
USA,USA-Minnesota-Cottonwood,44298210,28574,medio
USA,USA-Minnesota-Crow-Wing,35076142,7764,bajo
USA,USA-Minnesota-Dakota,26008054,9762,bajo
USA,USA-Minnesota-Dodge,13718759,8882,bajo
USA,USA-Minnesota-Douglas,6817087,8831,bajo
USA,USA-Minnesota-Faribault,37626748,42398,alto
USA,USA-Minnesota-Fillmore,39151671,22202,medio
USA,USA-Minnesota-Freeborn,45141781,62987,alto
USA,USA-Minnesota-Goodhue,29339957,12972,medio
USA,USA-Minnesota-Grant,1665464,2014,bajo
USA,USA-Minnesota-Hennepin,9805427,46312,alto
USA,USA-Minnesota-Houston,41941546,55354,alto
USA,USA-Minnesota-Hubbard,13957082,31103,medio
USA,USA-Minnesota-Isanti,49734216,1845,bajo
USA,USA-Minnesota-Itasca,31852064,28301,medio
USA,USA-Minnesota-Jackson,888835,17641,medio
USA,USA-Minnesota-Kanabec,48683094,63486,alto
USA,USA-Minnesota-Kandiyohi,25799402,9144,bajo
USA,USA-Minnesota-Kittson,7566142,2111,bajo
USA,USA-Minnesota-Koochiching,36841992,28462,medio
USA,USA-Minnesota-Lac-qui-Parle,19957086,20773,medio
USA,USA-Minnesota-Lake,44422525,2564,bajo
USA,USA-Minnesota-Lake-of-the-Woods,5098268,33763,medio
USA,USA-Minnesota-Le-Sueur,28207770,15779,medio
USA,USA-Minnesota-Lincoln,40844427,19450,medio
USA,USA-Minnesota-Lyon,23210108,17150,medio
USA,USA-Minnesota-Mahnomen,19166309,26737,medio
USA,USA-Minnesota-Marshall,22267499,80360,alto
USA,USA-Minnesota-Martin,14198311,89870,alto
USA,USA-Minnesota-McLeod,2770451,4136,bajo
USA,USA-Minnesota-Meeker,29973888,6544,bajo
USA,USA-Minnesota-Mille-Lacs,42650429,35711,alto
USA,USA-Minnesota-Morrison,6379553,23706,medio
USA,USA-Minnesota-Mower,39997407,20924,medio
USA,USA-Minnesota-Murray,45719216,23073,medio
USA,USA-Minnesota-Nicollet,21028460,9548,bajo
USA,USA-Minnesota-Nobles,14775065,30656,medio
USA,USA-Minnesota-Norman,44802350,27813,medio
USA,USA-Minnesota-Olmsted,36412843,16444,medio
USA,USA-Minnesota-Otter-Tail,20131659,3920,bajo
USA,USA-Minnesota-Pennington,9455112,37068,alto
USA,USA-Minnesota-Pine,16310930,17159,medio
USA,USA-Minnesota-Pipestone,36008581,14806,medio
USA,USA-Minnesota-Polk,40494790,74612,alto
USA,USA-Minnesota-Pope,35779101,21683,medio
USA,USA-Minnesota-Ramsey,24283337,34727,medio
USA,USA-Minnesota-Red-Lake,15817704,54615,alto
USA,USA-Minnesota-Redwood,29764903,12906,medio
USA,USA-Minnesota-Renville,29319935,29935,medio
USA,USA-Minnesota-Rice,44613078,55575,alto
USA,USA-Minnesota-Rock,26362995,3923,bajo
USA,USA-Minnesota-Roseau,2943361,4557,bajo
USA,USA-Minnesota-Scott,33986087,56578,alto
USA,USA-Minnesota-Sherburne,14020010,46117,alto
USA,USA-Minnesota-Sibley,809717,38665,alto
USA,USA-Minnesota-St.-Louis,39211501,5235,bajo
USA,USA-Minnesota-Stearns,48791478,9848,bajo
USA,USA-Minnesota-Steele,14594766,6889,bajo
USA,USA-Minnesota-Stevens,17709022,17882,medio
USA,USA-Minnesota-Swift,28582953,15289,medio
USA,USA-Minnesota-Todd,42744083,23910,medio
USA,USA-Minnesota-Traverse,41438124,8298,bajo
USA,USA-Minnesota-Wabasha,11699720,13408,medio
USA,USA-Minnesota-Wadena,34758160,27545,medio
USA,USA-Minnesota-Waseca,21848570,1759,bajo
USA,USA-Minnesota-Washington,32362109,81727,alto
USA,USA-Minnesota-Watonwan,14710938,4590,bajo
USA,USA-Minnesota-Wilkin,35068761,21033,medio
USA,USA-Minnesota-Winona,18565066,50362,alto
USA,USA-Minnesota-Wright,23473485,32074,medio
USA,USA-Minnesota-Yellow-Medicine,17323104,3481,bajo
USA,USA-Mississippi-Adams,15611315,18065,medio
USA,USA-Mississippi-Alcorn,6981631,38554,alto
USA,USA-Mississippi-Amite,13332772,9916,bajo
USA,USA-Mississippi-Attala,29988764,22579,medio
USA,USA-Mississippi-Benton,18990104,53773,alto
USA,USA-Mississippi-Bolivar,27035546,43158,alto
USA,USA-Mississippi-Calhoun,12523349,11014,medio
USA,USA-Mississippi-Carroll,19339408,89881,alto
USA,USA-Mississippi-Chickasaw,10932181,81295,alto
USA,USA-Mississippi-Choctaw,1734620,22872,medio
USA,USA-Mississippi-Claiborne,38734151,4213,bajo
USA,USA-Mississippi-Clarke,45065774,1992,bajo
USA,USA-Mississippi-Clay,4840165,8085,bajo
USA,USA-Mississippi-Coahoma,6576692,39122,alto
USA,USA-Mississippi-Copiah,17145278,19892,medio
USA,USA-Mississippi-Covington,7258730,51838,alto
USA,USA-Mississippi-DeSoto,48269953,27301,medio
USA,USA-Mississippi-Forrest,44908291,33107,medio
USA,USA-Mississippi-Franklin,2087645,34589,medio
USA,USA-Mississippi-George,34965903,6741,bajo
USA,USA-Mississippi-Greene,48307390,72142,alto
USA,USA-Mississippi-Grenada,21567113,32443,medio
USA,USA-Mississippi-Hancock,35280980,10489,medio
USA,USA-Mississippi-Harrison,4962505,1484,bajo
USA,USA-Mississippi-Hinds,46357043,52344,alto
USA,USA-Mississippi-Holmes,4110321,69550,alto
USA,USA-Mississippi-Humphreys,29334351,24959,medio
USA,USA-Mississippi-Issaquena,33544918,24542,medio
USA,USA-Mississippi-Itawamba,35662143,15983,medio
USA,USA-Mississippi-Jackson,39659993,2369,bajo
USA,USA-Mississippi-Jasper,47361,3144,bajo
USA,USA-Mississippi-Jefferson,15557216,16838,medio
USA,USA-Mississippi-Jefferson-Davis,19686061,4845,bajo
USA,USA-Mississippi-Jones,41711268,15702,medio
USA,USA-Mississippi-Kemper,3473227,23027,medio
USA,USA-Mississippi-Lafayette,36022288,21860,medio
USA,USA-Mississippi-Lamar,35326288,8575,bajo
USA,USA-Mississippi-Lauderdale,11970096,34014,medio
USA,USA-Mississippi-Lawrence,33564469,32286,medio
USA,USA-Mississippi-Leake,15388456,16032,medio
USA,USA-Mississippi-Lee,28793001,11825,medio
USA,USA-Mississippi-Leflore,46450908,46554,alto
USA,USA-Mississippi-Lincoln,25797355,3610,bajo
USA,USA-Mississippi-Lowndes,20191374,83101,alto
USA,USA-Mississippi-Madison,17490861,4270,bajo
USA,USA-Mississippi-Marion,24918847,10029,medio
USA,USA-Mississippi-Marshall,9704535,18958,medio
USA,USA-Mississippi-Monroe,46933182,25502,medio
USA,USA-Mississippi-Montgomery,34158407,18806,medio
USA,USA-Mississippi-Neshoba,15572820,19196,medio
USA,USA-Mississippi-Newton,37547495,12121,medio
USA,USA-Mississippi-Noxubee,2292373,62702,alto
USA,USA-Mississippi-Oktibbeha,7537872,3509,bajo
USA,USA-Mississippi-Panola,36114984,4319,bajo
USA,USA-Mississippi-Pearl-River,9250832,8239,bajo
USA,USA-Mississippi-Perry,19179951,8715,bajo
USA,USA-Mississippi-Pike,41068793,14059,medio
USA,USA-Mississippi-Pontotoc,40878585,21285,medio
USA,USA-Mississippi-Prentiss,22205842,3410,bajo
USA,USA-Mississippi-Quitman,9760576,2470,bajo
USA,USA-Mississippi-Rankin,13293643,33039,medio
USA,USA-Mississippi-Scott,22783738,31151,medio
USA,USA-Mississippi-Sharkey,20394156,79929,alto
USA,USA-Mississippi-Simpson,20387416,66831,alto
USA,USA-Mississippi-Smith,17346247,78884,alto
USA,USA-Mississippi-Stone,23278496,23051,medio
USA,USA-Mississippi-Sunflower,36265675,27626,medio
USA,USA-Mississippi-Tallahatchie,39008435,1212,bajo
USA,USA-Mississippi-Tate,40106587,23054,medio
USA,USA-Mississippi-Tippah,40729803,9985,bajo
USA,USA-Mississippi-Tishomingo,32125603,87018,alto
USA,USA-Mississippi-Tunica,28702913,24413,medio
USA,USA-Mississippi-Union,20922770,21855,medio
USA,USA-Mississippi-Walthall,46292282,6653,bajo
USA,USA-Mississippi-Warren,2998088,15587,medio
USA,USA-Mississippi-Washington,48407873,18827,medio
USA,USA-Mississippi-Wayne,34544339,9901,bajo
USA,USA-Mississippi-Webster,46535732,34097,medio
USA,USA-Mississippi-Wilkinson,18688953,7361,bajo
USA,USA-Mississippi-Winston,47125534,20804,medio
USA,USA-Mississippi-Yalobusha,21772464,23979,medio
USA,USA-Mississippi-Yazoo,27523679,36297,alto
USA,USA-Missouri-Adair,13789190,24745,medio
USA,USA-Missouri-Andrew,23196579,10357,medio
USA,USA-Missouri-Atchison,16783349,84068,alto
USA,USA-Missouri-Audrain,21375372,24433,medio
USA,USA-Missouri-Barry,16659919,31486,medio
USA,USA-Missouri-Barton,34549893,26624,medio
USA,USA-Missouri-Bates,45308401,45796,alto
USA,USA-Missouri-Benton,22498128,33238,medio
USA,USA-Missouri-Bollinger,35370855,28210,medio
USA,USA-Missouri-Boone,49042279,18115,medio
USA,USA-Missouri-Buchanan,35514840,4058,bajo
USA,USA-Missouri-Butler,49937893,38860,alto
USA,USA-Missouri-Caldwell,3604128,22443,medio
USA,USA-Missouri-Callaway,20276766,14447,medio
USA,USA-Missouri-Camden,23676269,30523,medio
USA,USA-Missouri-Cape-Girardeau,3905090,637,bajo
USA,USA-Missouri-Carroll,27021610,87886,alto
USA,USA-Missouri-Carter,36329445,69735,alto
USA,USA-Missouri-Cass,49143641,16579,medio
USA,USA-Missouri-Cedar,22949708,39849,alto
USA,USA-Missouri-Chariton,16226761,8834,bajo
USA,USA-Missouri-Christian,8434990,74935,alto
USA,USA-Missouri-Clark,7048170,32326,medio
