FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio,code_iso_x,code_key,code_iso_y,population_est,income_per_capita_est,income_group
42099.0,Perry,Pennsylvania,US,2023-03-10 04:21:03,40.40206612,-77.26297447,10451,198,,,"Perry, Pennsylvania, US",22586.01313969571,1.8945555449239304,USA,USA-Pennsylvania-Perry,USA,18885167,6904,bajo
42101.0,Philadelphia,Pennsylvania,US,2023-03-10 04:21:03,40.00338507,-75.1379271,394710,5549,,,"Philadelphia, Pennsylvania, US",24917.55383620864,1.4058422639406147,USA,USA-Pennsylvania-Philadelphia,USA,47513723,7188,bajo
42103.0,Pike,Pennsylvania,US,2023-03-10 04:21:03,41.33155042,-75.03208106,13435,112,,,"Pike, Pennsylvania, US",24073.17816122848,0.8336434685522888,USA,USA-Pennsylvania-Pike,USA,26712025,25835,medio
42105.0,Potter,Pennsylvania,US,2023-03-10 04:21:03,41.74471626,-77.89559864,3882,104,,,"Potter, Pennsylvania, US",23490.257775626287,2.6790314270994333,USA,USA-Pennsylvania-Potter,USA,35144321,63057,alto
42107.0,Schuylkill,Pennsylvania,US,2023-03-10 04:21:03,40.70497338,-76.2150785,42680,759,,,"Schuylkill, Pennsylvania, US",30192.63011198438,1.7783505154639174,USA,USA-Pennsylvania-Schuylkill,USA,8937377,87803,alto
42109.0,Snyder,Pennsylvania,US,2023-03-10 04:21:03,40.77129231,-77.06840691,9772,169,,,"Snyder, Pennsylvania, US",24204.89448132369,1.7294310274252969,USA,USA-Pennsylvania-Snyder,USA,297555,2563,bajo
42111.0,Somerset,Pennsylvania,US,2023-03-10 04:21:03,39.97172723,-79.02699593,22271,443,,,"Somerset, Pennsylvania, US",30322.545509006493,1.9891338511966237,USA,USA-Pennsylvania-Somerset,USA,3785944,53404,alto
42113.0,Sullivan,Pennsylvania,US,2023-03-10 04:21:03,41.44634738,-76.51246591,1390,38,,,"Sullivan, Pennsylvania, US",22914.606000659413,2.733812949640288,USA,USA-Pennsylvania-Sullivan,USA,36308886,31141,medio
42115.0,Susquehanna,Pennsylvania,US,2023-03-10 04:21:03,41.82147784,-75.80071959,10136,135,,,"Susquehanna, Pennsylvania, US",25133.90200357072,1.3318863456985004,USA,USA-Pennsylvania-Susquehanna,USA,25584001,57307,alto
42117.0,Tioga,Pennsylvania,US,2023-03-10 04:21:03,41.77255149,-77.25433032,10189,221,,,"Tioga, Pennsylvania, US",25101.62351260132,2.169005790558445,USA,USA-Pennsylvania-Tioga,USA,47610903,7853,bajo
42119.0,Union,Pennsylvania,US,2023-03-10 04:21:03,40.96188846,-77.05996014,13563,159,,,"Union, Pennsylvania, US",30191.661287091247,1.17230701172307,USA,USA-Pennsylvania-Union,USA,46661455,9642,bajo
42121.0,Venango,Pennsylvania,US,2023-03-10 04:21:03,41.40323442,-79.75845449,13835,272,,,"Venango, Pennsylvania, US",27305.2024946712,1.9660281893747744,USA,USA-Pennsylvania-Venango,USA,3207418,25266,medio
42123.0,Warren,Pennsylvania,US,2023-03-10 04:21:03,41.81304978,-79.26969577,9754,242,,,"Warren, Pennsylvania, US",24888.367227169503,2.48103342218577,USA,USA-Pennsylvania-Warren,USA,11519800,75984,alto
42125.0,Washington,Pennsylvania,US,2023-03-10 04:21:03,40.19208869,-80.24582867,63639,730,,,"Washington, Pennsylvania, US",30763.54144006961,1.147095334621851,USA,USA-Pennsylvania-Washington,USA,2798647,8709,bajo
42127.0,Wayne,Pennsylvania,US,2023-03-10 04:21:03,41.64938475,-75.29956506,13364,204,,,"Wayne, Pennsylvania, US",26019.742606257667,1.526489075127207,USA,USA-Pennsylvania-Wayne,USA,6234898,1069,bajo
42129.0,Westmoreland,Pennsylvania,US,2023-03-10 04:21:03,40.3137798,-79.46615476,99366,1557,,,"Westmoreland, Pennsylvania, US",28479.875264761435,1.5669343638669162,USA,USA-Pennsylvania-Westmoreland,USA,6388384,72880,alto
42131.0,Wyoming,Pennsylvania,US,2023-03-10 04:21:03,41.51955538,-76.01074915,6563,121,,,"Wyoming, Pennsylvania, US",24494.289766365604,1.8436690537863785,USA,USA-Pennsylvania-Wyoming,USA,18357713,36355,alto
42133.0,York,Pennsylvania,US,2023-03-10 04:21:03,39.9210089,-76.73040131,147850,1668,,,"York, Pennsylvania, US",32924.47746170873,1.1281704430165709,USA,USA-Pennsylvania-York,USA,23732901,8556,bajo
72001.0,Adjuntas,Puerto-Rico,US,2023-03-10 04:21:03,18.180117,-66.754367,6873,0,,,"Adjuntas, Puerto Rico, US",39584.17324195128,0.0,USA,USA-Puerto-Rico-Adjuntas,USA,28345107,26086,medio
72003.0,Aguada,Puerto-Rico,US,2023-03-10 04:21:03,18.360255,-67.175131,12796,0,,,"Aguada, Puerto Rico, US",34872.18618847768,0.0,USA,USA-Puerto-Rico-Aguada,USA,41841301,27214,medio
72005.0,Aguadilla,Puerto-Rico,US,2023-03-10 04:21:03,18.459681,-67.120815,16396,0,,,"Aguadilla, Puerto Rico, US",32619.11867104347,0.0,USA,USA-Puerto-Rico-Aguadilla,USA,30816181,31515,medio
72007.0,Aguas-Buenas,Puerto-Rico,US,2023-03-10 04:21:03,18.251619,-66.126806,8382,0,,,"Aguas Buenas, Puerto Rico, US",33779.318126863865,0.0,USA,USA-Puerto-Rico-Aguas-Buenas,USA,17642650,24220,medio
72009.0,Aibonito,Puerto-Rico,US,2023-03-10 04:21:03,18.131361,-66.264131,8444,0,,,"Aibonito, Puerto Rico, US",38194.31879862493,0.0,USA,USA-Puerto-Rico-Aibonito,USA,318697,24498,medio
72011.0,Anasco,Puerto-Rico,US,2023-03-10 04:21:03,18.287985,-67.120611,8391,0,,,"Anasco, Puerto Rico, US",32074.46198539812,0.0,USA,USA-Puerto-Rico-Anasco,USA,11809568,31786,medio
72013.0,Arecibo,Puerto-Rico,US,2023-03-10 04:21:03,18.406631,-66.675077,29855,0,,,"Arecibo, Puerto Rico, US",36423.63906985823,0.0,USA,USA-Puerto-Rico-Arecibo,USA,7289074,10834,medio
72015.0,Arroyo,Puerto-Rico,US,2023-03-10 04:21:03,17.998457,-66.056546,5679,0,,,"Arroyo, Puerto Rico, US",32944.65715280195,0.0,USA,USA-Puerto-Rico-Arroyo,USA,46870830,31336,medio
72017.0,Barceloneta,Puerto-Rico,US,2023-03-10 04:21:03,18.445533,-66.560531,7631,0,,,"Barceloneta, Puerto Rico, US",32161.67235638724,0.0,USA,USA-Puerto-Rico-Barceloneta,USA,42025948,21308,medio
72019.0,Barranquitas,Puerto-Rico,US,2023-03-10 04:21:03,18.201592,-66.30963,9554,0,,,"Barranquitas, Puerto Rico, US",34459.87376014428,0.0,USA,USA-Puerto-Rico-Barranquitas,USA,43595013,10969,medio
72021.0,Bayamon,Puerto-Rico,US,2023-03-10 04:21:03,18.34946,-66.168435,66656,0,,,"Bayamon, Puerto Rico, US",39378.74034820316,0.0,USA,USA-Puerto-Rico-Bayamon,USA,29741215,10592,medio
72023.0,Cabo-Rojo,Puerto-Rico,US,2023-03-10 04:21:03,18.040993,-67.154391,14231,0,,,"Cabo Rojo, Puerto Rico, US",29950.541934126064,0.0,USA,USA-Puerto-Rico-Cabo-Rojo,USA,37768158,754,bajo
72025.0,Caguas,Puerto-Rico,US,2023-03-10 04:21:03,18.211615,-66.050779,44456,0,,,"Caguas, Puerto Rico, US",35677.25470683595,0.0,USA,USA-Puerto-Rico-Caguas,USA,14864762,20306,medio
72027.0,Camuy,Puerto-Rico,US,2023-03-10 04:21:03,18.418578,-66.860206,11445,0,,,"Camuy, Puerto Rico, US",37519.66955153422,0.0,USA,USA-Puerto-Rico-Camuy,USA,32080801,12661,medio
72029.0,Canovanas,Puerto-Rico,US,2023-03-10 04:21:03,18.328802,-65.887612,13002,0,,,"Canovanas, Puerto Rico, US",29104.1769261763,0.0,USA,USA-Puerto-Rico-Canovanas,USA,17629822,25309,medio
72031.0,Carolina,Puerto-Rico,US,2023-03-10 04:21:03,18.374986,-65.956831,51188,0,,,"Carolina, Puerto Rico, US",34825.55924454363,0.0,USA,USA-Puerto-Rico-Carolina,USA,40942207,18794,medio
72033.0,Catano,Puerto-Rico,US,2023-03-10 04:21:03,18.437269,-66.143306,7355,0,,,"Catano, Puerto Rico, US",31810.9078327062,0.0,USA,USA-Puerto-Rico-Catano,USA,37435981,9757,bajo
72035.0,Cayey,Puerto-Rico,US,2023-03-10 04:21:03,18.102851,-66.14914,14712,0,,,"Cayey, Puerto Rico, US",34690.74960503667,0.0,USA,USA-Puerto-Rico-Cayey,USA,42403455,28223,medio
72037.0,Ceiba,Puerto-Rico,US,2023-03-10 04:21:03,18.251818,-65.666416,3256,0,,,"Ceiba, Puerto Rico, US",29860.60161408657,0.0,USA,USA-Puerto-Rico-Ceiba,USA,15343352,15905,medio
72039.0,Ciales,Puerto-Rico,US,2023-03-10 04:21:03,18.28885,-66.516475,5339,0,,,"Ciales, Puerto Rico, US",33774.03846153846,0.0,USA,USA-Puerto-Rico-Ciales,USA,41289386,37431,alto
72041.0,Cidra,Puerto-Rico,US,2023-03-10 04:21:03,18.173559,-66.161179,14325,0,,,"Cidra, Puerto Rico, US",37395.25413109876,0.0,USA,USA-Puerto-Rico-Cidra,USA,20486662,17756,medio
72043.0,Coamo,Puerto-Rico,US,2023-03-10 04:21:03,18.097597,-66.36014,11733,0,,,"Coamo, Puerto Rico, US",30605.696994991653,0.0,USA,USA-Puerto-Rico-Coamo,USA,17335939,5853,bajo
72045.0,Comerio,Puerto-Rico,US,2023-03-10 04:21:03,18.224687,-66.221622,6058,0,,,"Comerio, Puerto Rico, US",32486.057486057485,0.0,USA,USA-Puerto-Rico-Comerio,USA,20020156,27349,medio
72047.0,Corozal,Puerto-Rico,US,2023-03-10 04:21:03,18.304264,-66.327738,12137,0,,,"Corozal, Puerto Rico, US",37583.99653175611,0.0,USA,USA-Puerto-Rico-Corozal,USA,26804485,36737,alto
72049.0,Culebra,Puerto-Rico,US,2023-03-10 04:21:03,18.31586,-65.28813,540,0,,,"Culebra, Puerto Rico, US",31505.25087514586,0.0,USA,USA-Puerto-Rico-Culebra,USA,21560363,26868,medio
72051.0,Dorado,Puerto-Rico,US,2023-03-10 04:21:03,18.436115,-66.278669,12356,0,,,"Dorado, Puerto Rico, US",34188.31797681304,0.0,USA,USA-Puerto-Rico-Dorado,USA,25261174,34325,medio
72053.0,Fajardo,Puerto-Rico,US,2023-03-10 04:21:03,18.318373,-65.666866,9675,0,,,"Fajardo, Puerto Rico, US",32847.83051537992,0.0,USA,USA-Puerto-Rico-Fajardo,USA,12607628,22326,medio
72054.0,Florida,Puerto-Rico,US,2023-03-10 04:21:03,18.373715,-66.560488,4760,0,,,"Florida, Puerto Rico, US",42060.61677122912,0.0,USA,USA-Puerto-Rico-Florida,USA,26120856,34586,medio
72055.0,Guanica,Puerto-Rico,US,2023-03-10 04:21:03,17.982429,-66.919643,3938,0,,,"Guanica, Puerto Rico, US",25599.68796723656,0.0,USA,USA-Puerto-Rico-Guanica,USA,36450011,6751,bajo
72057.0,Guayama,Puerto-Rico,US,2023-03-10 04:21:03,18.007516,-66.133908,12231,0,,,"Guayama, Puerto Rico, US",30992.01824401368,0.0,USA,USA-Puerto-Rico-Guayama,USA,33062558,28411,medio
72059.0,Guayanilla,Puerto-Rico,US,2023-03-10 04:21:03,18.039942,-66.79186,5881,0,,,"Guayanilla, Puerto Rico, US",33371.16268512739,0.0,USA,USA-Puerto-Rico-Guayanilla,USA,39476516,40213,alto
72061.0,Guaynabo,Puerto-Rico,US,2023-03-10 04:21:03,18.345114,-66.114523,30371,0,,,"Guaynabo, Puerto Rico, US",36273.40913433977,0.0,USA,USA-Puerto-Rico-Guaynabo,USA,42645059,73995,alto
72063.0,Gurabo,Puerto-Rico,US,2023-03-10 04:21:03,18.266461,-65.979705,14835,0,,,"Gurabo, Puerto Rico, US",31501.49703777632,0.0,USA,USA-Puerto-Rico-Gurabo,USA,7365554,21279,medio
72065.0,Hatillo,Puerto-Rico,US,2023-03-10 04:21:03,18.410928,-66.796326,12064,0,,,"Hatillo, Puerto Rico, US",30761.385078280386,0.0,USA,USA-Puerto-Rico-Hatillo,USA,10307650,83604,alto
72067.0,Hormigueros,Puerto-Rico,US,2023-03-10 04:21:03,18.134532,-67.113972,5091,0,,,"Hormigueros, Puerto Rico, US",32807.06276582034,0.0,USA,USA-Puerto-Rico-Hormigueros,USA,1887330,33365,medio
72069.0,Humacao,Puerto-Rico,US,2023-03-10 04:21:03,18.145211,-65.810174,17357,0,,,"Humacao, Puerto Rico, US",34266.47977414961,0.0,USA,USA-Puerto-Rico-Humacao,USA,15019846,18796,medio
72071.0,Isabela,Puerto-Rico,US,2023-03-10 04:21:03,18.44981,-67.005093,14284,0,,,"Isabela, Puerto Rico, US",35336.318432575514,0.0,USA,USA-Puerto-Rico-Isabela,USA,38646502,26351,medio
72073.0,Jayuya,Puerto-Rico,US,2023-03-10 04:21:03,18.211446,-66.58878,5642,0,,,"Jayuya, Puerto Rico, US",40616.2263335973,0.0,USA,USA-Puerto-Rico-Jayuya,USA,26888284,1468,bajo
72075.0,Juana-Diaz,Puerto-Rico,US,2023-03-10 04:21:03,18.050764,-66.494581,14766,0,,,"Juana Diaz, Puerto Rico, US",33049.08346202914,0.0,USA,USA-Puerto-Rico-Juana-Diaz,USA,42508174,26820,medio
72077.0,Juncos,Puerto-Rico,US,2023-03-10 04:21:03,18.223793,-65.909109,12948,0,,,"Juncos, Puerto Rico, US",33935.26405451448,0.0,USA,USA-Puerto-Rico-Juncos,USA,33155074,20966,medio
72079.0,Lajas,Puerto-Rico,US,2023-03-10 04:21:03,18.011661,-67.040585,6978,0,,,"Lajas, Puerto Rico, US",31703.77101317583,0.0,USA,USA-Puerto-Rico-Lajas,USA,22995303,81735,alto
72081.0,Lares,Puerto-Rico,US,2023-03-10 04:21:03,18.269035,-66.867236,11260,0,,,"Lares, Puerto Rico, US",46383.25918602735,0.0,USA,USA-Puerto-Rico-Lares,USA,47482463,11809,medio
72083.0,Las-Marias,Puerto-Rico,US,2023-03-10 04:21:03,18.23679,-66.98362,2889,0,,,"Las Marias, Puerto Rico, US",36445.06118329759,0.0,USA,USA-Puerto-Rico-Las-Marias,USA,17835494,16546,medio
72085.0,Las-Piedras,Puerto-Rico,US,2023-03-10 04:21:03,18.187527,-65.869468,12316,0,,,"Las Piedras, Puerto Rico, US",33280.19023428,0.0,USA,USA-Puerto-Rico-Las-Piedras,USA,40599915,18107,medio
72087.0,Loiza,Puerto-Rico,US,2023-03-10 04:21:03,18.425688,-65.89943,5705,0,,,"Loiza, Puerto Rico, US",23235.44984319635,0.0,USA,USA-Puerto-Rico-Loiza,USA,33687614,6005,bajo
72089.0,Luquillo,Puerto-Rico,US,2023-03-10 04:21:03,18.342114,-65.725097,5221,0,,,"Luquillo, Puerto Rico, US",29555.618454571188,0.0,USA,USA-Puerto-Rico-Luquillo,USA,37807327,15257,medio
72091.0,Manati,Puerto-Rico,US,2023-03-10 04:21:03,18.420473,-66.490461,12613,0,,,"Manati, Puerto Rico, US",33826.802907179444,0.0,USA,USA-Puerto-Rico-Manati,USA,24279034,25051,medio
72093.0,Maricao,Puerto-Rico,US,2023-03-10 04:21:03,18.171795,-66.942126,1620,0,,,"Maricao, Puerto Rico, US",29834.25414364641,0.0,USA,USA-Puerto-Rico-Maricao,USA,28619573,5409,bajo
72095.0,Maunabo,Puerto-Rico,US,2023-03-10 04:21:03,18.017889,-65.922235,3340,0,,,"Maunabo, Puerto Rico, US",32361.205309563025,0.0,USA,USA-Puerto-Rico-Maunabo,USA,26826706,24866,medio
72097.0,Mayaguez,Puerto-Rico,US,2023-03-10 04:21:03,18.2013,-67.1452,22561,0,,,"Mayaguez, Puerto Rico, US",31540.6123304907,0.0,USA,USA-Puerto-Rico-Mayaguez,USA,44412190,20021,medio
72099.0,Moca,Puerto-Rico,US,2023-03-10 04:21:03,18.377805,-67.080952,13331,0,,,"Moca, Puerto Rico, US",38207.560689002894,0.0,USA,USA-Puerto-Rico-Moca,USA,10423824,34868,medio
72101.0,Morovis,Puerto-Rico,US,2023-03-10 04:21:03,18.316963,-66.420383,9268,0,,,"Morovis, Puerto Rico, US",30552.16746332619,0.0,USA,USA-Puerto-Rico-Morovis,USA,33728918,83126,alto
72103.0,Naguabo,Puerto-Rico,US,2023-03-10 04:21:03,18.230637,-65.753897,7354,0,,,"Naguabo, Puerto Rico, US",28547.02845386437,0.0,USA,USA-Puerto-Rico-Naguabo,USA,10092304,10461,medio
72105.0,Naranjito,Puerto-Rico,US,2023-03-10 04:21:03,18.288019,-66.252703,9769,0,,,"Naranjito, Puerto Rico, US",35719.77037551647,0.0,USA,USA-Puerto-Rico-Naranjito,USA,44784495,25732,medio
72107.0,Orocovis,Puerto-Rico,US,2023-03-10 04:21:03,18.215046,-66.433604,6613,0,,,"Orocovis, Puerto Rico, US",32705.24233432245,0.0,USA,USA-Puerto-Rico-Orocovis,USA,14420440,13233,medio
72109.0,Patillas,Puerto-Rico,US,2023-03-10 04:21:03,18.03174,-66.012242,5801,0,,,"Patillas, Puerto Rico, US",35784.34396397508,0.0,USA,USA-Puerto-Rico-Patillas,USA,37410988,5702,bajo
72111.0,Penuelas,Puerto-Rico,US,2023-03-10 04:21:03,18.059645,-66.721572,5880,0,,,"Penuelas, Puerto Rico, US",30547.0414047483,0.0,USA,USA-Puerto-Rico-Penuelas,USA,39823657,3439,bajo
72113.0,Ponce,Puerto-Rico,US,2023-03-10 04:21:03,18.059498,-66.613748,42065,0,,,"Ponce, Puerto Rico, US",31896.179131186447,0.0,USA,USA-Puerto-Rico-Ponce,USA,17514684,588,bajo
72115.0,Quebradillas,Puerto-Rico,US,2023-03-10 04:21:03,18.439692,-66.926113,9062,0,,,"Quebradillas, Puerto Rico, US",39540.97216161969,0.0,USA,USA-Puerto-Rico-Quebradillas,USA,18851834,2163,bajo
72117.0,Rincon,Puerto-Rico,US,2023-03-10 04:21:03,18.335443,-67.23174,4406,0,,,"Rincon, Puerto Rico, US",32264.206209724663,0.0,USA,USA-Puerto-Rico-Rincon,USA,12685420,3801,bajo
72119.0,Rio-Grande,Puerto-Rico,US,2023-03-10 04:21:03,18.346329,-65.813742,14471,0,,,"Rio Grande, Puerto Rico, US",30132.22280062468,0.0,USA,USA-Puerto-Rico-Rio-Grande,USA,20241923,5637,bajo
72121.0,Sabana-Grande,Puerto-Rico,US,2023-03-10 04:21:03,18.08282,-66.943758,6516,0,,,"Sabana Grande, Puerto Rico, US",30011.05379513633,0.0,USA,USA-Puerto-Rico-Sabana-Grande,USA,30985456,6529,bajo
72123.0,Salinas,Puerto-Rico,US,2023-03-10 04:21:03,18.010387,-66.256592,8543,0,,,"Salinas, Puerto Rico, US",31491.44795045709,0.0,USA,USA-Puerto-Rico-Salinas,USA,38437019,26805,medio
72125.0,San-German,Puerto-Rico,US,2023-03-10 04:21:03,18.111484,-67.038581,9243,0,,,"San German, Puerto Rico, US",30578.62176200086,0.0,USA,USA-Puerto-Rico-San-German,USA,13757550,55133,alto
72127.0,San-Juan,Puerto-Rico,US,2023-03-10 04:21:03,18.386933,-66.061128,101521,0,,,"San Juan, Puerto Rico, US",31880.630948904192,0.0,USA,USA-Puerto-Rico-San-Juan,USA,28252335,83899,alto
72129.0,San-Lorenzo,Puerto-Rico,US,2023-03-10 04:21:03,18.147987,-65.976392,11965,0,,,"San Lorenzo, Puerto Rico, US",33246.26969351746,0.0,USA,USA-Puerto-Rico-San-Lorenzo,USA,27078277,5471,bajo
72131.0,San-Sebastian,Puerto-Rico,US,2023-03-10 04:21:03,18.328646,-66.971214,13872,0,,,"San Sebastian, Puerto Rico, US",39045.26007655933,0.0,USA,USA-Puerto-Rico-San-Sebastian,USA,6294179,33229,medio
72133.0,Santa-Isabel,Puerto-Rico,US,2023-03-10 04:21:03,17.994525,-66.388913,6709,0,,,"Santa Isabel, Puerto Rico, US",31632.79739733132,0.0,USA,USA-Puerto-Rico-Santa-Isabel,USA,15062662,39433,alto
72135.0,Toa-Alta,Puerto-Rico,US,2023-03-10 04:21:03,18.362406,-66.246616,21933,0,,,"Toa Alta, Puerto Rico, US",30451.92641443943,0.0,USA,USA-Puerto-Rico-Toa-Alta,USA,12452674,765,bajo
72137.0,Toa-Baja,Puerto-Rico,US,2023-03-10 04:21:03,18.431446,-66.213553,24623,0,,,"Toa Baja, Puerto Rico, US",33152.91298084043,0.0,USA,USA-Puerto-Rico-Toa-Baja,USA,6924128,70618,alto
72139.0,Trujillo-Alto,Puerto-Rico,US,2023-03-10 04:21:03,18.336159,-65.998884,19390,0,,,"Trujillo Alto, Puerto Rico, US",30451.98982316173,0.0,USA,USA-Puerto-Rico-Trujillo-Alto,USA,45821747,11378,medio
72141.0,Utuado,Puerto-Rico,US,2023-03-10 04:21:03,18.271214,-66.702984,8357,0,,,"Utuado, Puerto Rico, US",30505.566709253515,0.0,USA,USA-Puerto-Rico-Utuado,USA,36363090,41503,alto
72143.0,Vega-Alta,Puerto-Rico,US,2023-03-10 04:21:03,18.409346,-66.33725,12092,0,,,"Vega Alta, Puerto Rico, US",33532.070658051634,0.0,USA,USA-Puerto-Rico-Vega-Alta,USA,41226640,74925,alto
72145.0,Vega-Baja,Puerto-Rico,US,2023-03-10 04:21:03,18.428262,-66.397924,20382,0,,,"Vega Baja, Puerto Rico, US",40745.25718169642,0.0,USA,USA-Puerto-Rico-Vega-Baja,USA,17690026,20006,medio
72147.0,Vieques,Puerto-Rico,US,2023-03-10 04:21:03,18.123276,-65.440971,1800,0,,,"Vieques, Puerto Rico, US",21464.345337467206,0.0,USA,USA-Puerto-Rico-Vieques,USA,15231492,30800,medio
72149.0,Villalba,Puerto-Rico,US,2023-03-10 04:21:03,18.127951,-66.473115,7630,0,,,"Villalba, Puerto Rico, US",35700.9170877784,0.0,USA,USA-Puerto-Rico-Villalba,USA,29634942,1349,bajo
72151.0,Yabucoa,Puerto-Rico,US,2023-03-10 04:21:03,18.070399,-65.896289,10310,0,,,"Yabucoa, Puerto Rico, US",31937.302521529025,0.0,USA,USA-Puerto-Rico-Yabucoa,USA,5551543,5314,bajo
72153.0,Yauco,Puerto-Rico,US,2023-03-10 04:21:03,18.080374,-66.858814,11342,0,,,"Yauco, Puerto Rico, US",33781.08711839166,0.0,USA,USA-Puerto-Rico-Yauco,USA,5179619,30148,medio
44001.0,Bristol,Rhode-Island,US,2023-03-10 04:21:03,41.71018079,-71.28652315,17778,193,,,"Bristol, Rhode Island, US",36671.54850553848,1.0856114298571269,USA,USA-Rhode-Island-Bristol,USA,39959453,7879,bajo
44003.0,Kent,Rhode-Island,US,2023-03-10 04:21:03,41.67106337,-71.57641596,64423,572,,,"Kent, Rhode Island, US",39212.49969566382,0.887881657172128,USA,USA-Rhode-Island-Kent,USA,40525939,3774,bajo
44005.0,Newport,Rhode-Island,US,2023-03-10 04:21:03,41.5642026,-71.26569799,26526,106,,,"Newport, Rhode Island, US",32316.464023781096,0.3996079318404584,USA,USA-Rhode-Island-Newport,USA,15581652,27100,medio
44007.0,Providence,Rhode-Island,US,2023-03-10 04:21:03,41.87064746,-71.57753536,278748,2724,,,"Providence, Rhode Island, US",43627.24613455913,0.9772267424340264,USA,USA-Rhode-Island-Providence,USA,49982694,89232,alto
44009.0,Washington,Rhode-Island,US,2023-03-10 04:21:03,41.45961631,-71.61435303,43077,272,,,"Washington, Rhode Island, US",34303.25616952149,0.6314274438795645,USA,USA-Rhode-Island-Washington,USA,12778876,1395,bajo
45001.0,Abbeville,South-Carolina,US,2023-03-10 04:21:03,34.22333378,-82.46170658,7826,78,,,"Abbeville, South Carolina, US",31907.693562196764,0.9966777408637874,USA,USA-South-Carolina-Abbeville,USA,37260043,9868,bajo
45003.0,Aiken,South-Carolina,US,2023-03-10 04:21:03,33.54338026,-81.63645384,52428,457,,,"Aiken, South Carolina, US",30682.616227351467,0.8716716258487831,USA,USA-South-Carolina-Aiken,USA,38995591,21945,medio
45005.0,Allendale,South-Carolina,US,2023-03-10 04:21:03,32.98837386,-81.35321066,2429,24,,,"Allendale, South Carolina, US",27958.103130755066,0.9880609304240427,USA,USA-South-Carolina-Allendale,USA,26221918,19968,medio
45007.0,Anderson,South-Carolina,US,2023-03-10 04:21:03,34.51828081,-82.63959517,70200,1112,,,"Anderson, South Carolina, US",34656.74029166955,1.584045584045584,USA,USA-South-Carolina-Anderson,USA,32680368,3043,bajo
45009.0,Bamberg,South-Carolina,US,2023-03-10 04:21:03,33.21927586,-81.05659969,4295,80,,,"Bamberg, South Carolina, US",30534.62249395706,1.8626309662398135,USA,USA-South-Carolina-Bamberg,USA,16163106,42771,alto
45011.0,Barnwell,South-Carolina,US,2023-03-10 04:21:03,33.26679302,-81.43584352,6803,106,,,"Barnwell, South Carolina, US",32603.27806000192,1.558136116419227,USA,USA-South-Carolina-Barnwell,USA,41916302,23460,medio
45013.0,Beaufort,South-Carolina,US,2023-03-10 04:21:03,32.39226291,-80.72619758,54220,436,,,"Beaufort, South Carolina, US",28221.65082603762,0.8041313168572483,USA,USA-South-Carolina-Beaufort,USA,32776156,14637,medio
45015.0,Berkeley,South-Carolina,US,2023-03-10 04:21:03,33.20222596,-79.94654523,66396,494,,,"Berkeley, South Carolina, US",29132.93580276165,0.7440207241400084,USA,USA-South-Carolina-Berkeley,USA,30658348,8566,bajo
45017.0,Calhoun,South-Carolina,US,2023-03-10 04:21:03,33.66926881,-80.77722168,3615,63,,,"Calhoun, South Carolina, US",24840.23912595341,1.7427385892116185,USA,USA-South-Carolina-Calhoun,USA,28395743,13553,medio
45019.0,Charleston,South-Carolina,US,2023-03-10 04:21:03,32.82487866,-79.96512315,139282,1051,,,"Charleston, South Carolina, US",33855.12121845574,0.7545842248100975,USA,USA-South-Carolina-Charleston,USA,6235175,69117,alto
45021.0,Cherokee,South-Carolina,US,2023-03-10 04:21:03,35.05122251,-81.61828622,18526,334,,,"Cherokee, South Carolina, US",32331.588132635254,1.802871639857497,USA,USA-South-Carolina-Cherokee,USA,17788838,3486,bajo
45023.0,Chester,South-Carolina,US,2023-03-10 04:21:03,34.69249168,-81.1583216,12714,162,,,"Chester, South Carolina, US",39430.59173799777,1.2741859367626238,USA,USA-South-Carolina-Chester,USA,3256319,33580,medio
45025.0,Chesterfield,South-Carolina,US,2023-03-10 04:21:03,34.64137396,-80.1564014,14947,211,,,"Chesterfield, South Carolina, US",32742.60679079956,1.4116545126112263,USA,USA-South-Carolina-Chesterfield,USA,1646617,2622,bajo
45027.0,Clarendon,South-Carolina,US,2023-03-10 04:21:03,33.66610974,-80.21647898,10814,169,,,"Clarendon, South Carolina, US",32046.22907097348,1.5627889772517107,USA,USA-South-Carolina-Clarendon,USA,30922181,63204,alto
45029.0,Colleton,South-Carolina,US,2023-03-10 04:21:03,32.87582989,-80.67641292,11436,233,,,"Colleton, South Carolina, US",30352.73509037344,2.037425673312347,USA,USA-South-Carolina-Colleton,USA,45683576,9189,bajo
45031.0,Darlington,South-Carolina,US,2023-03-10 04:21:03,34.33358335,-79.96027485,22359,347,,,"Darlington, South Carolina, US",33563.00099072323,1.5519477615277963,USA,USA-South-Carolina-Darlington,USA,27539128,63063,alto
45033.0,Dillon,South-Carolina,US,2023-03-10 04:21:03,34.39007791,-79.37741872,11769,156,,,"Dillon, South Carolina, US",38613.47157058959,1.325516186591894,USA,USA-South-Carolina-Dillon,USA,32953536,34430,medio
45035.0,Dorchester,South-Carolina,US,2023-03-10 04:21:03,33.0794369,-80.40502652,71341,563,,,"Dorchester, South Carolina, US",43818.83065432501,0.7891675193787584,USA,USA-South-Carolina-Dorchester,USA,19253920,24062,medio
